Fecha;Aceites lubricantes;Asfalto ;Bunker;Ceras;Combustible turbo jet;Diesel bajo azufre;Diesel ultra bajo azufre;Gas licuado de petróleo;Gasolina de aviación;Gasolina regular;Gasolina superior;Grasas lubricantes;Kerosina;Mezclas oleosas;Naftas;Petcoke;Petróleo crudo;Solventes;Butano;Diesel alto azufre;MTBE;Orimulsión;Petróleo reconstituido;Total importación
oct-17;0;5,286.19;219,812.14;0;132,304.57;0;0;584,709.61;6,925.95;574,073.61;657,241.76;0;0;0;0;167,584.01;0;0;0;740,198.57;0;0;0;3,088,136.41
nov-17;0;10,880.53;127,575.05;0;24,435.17;0;0;935,986.51;0;434,963.36;504,247.31;0;0;0;0;0;0;0;72.29;1,135,350.10;0;0;0;3,173,510.32
dic-17;0;3,150.02;56,960.00;0;80,037.74;0;0;595,421.43;4,729.14;679,441.47;803,216.88;0;0;0;0;155,599.02;0;0;72.29;1,305,047.55;0;0;0;3,683,675.54
ene-18;0;5,302.14;134,033.14;0;92,894.94;1,153,831.89;21,987.53;396,363.05;0;571,858.06;535,784.70;0;0;0;0;0;0;0;78.78;0;0;0;0;2,912,134.23
feb-18;0;3,721.91;85,318.21;0;52,337.76;921,684.12;29,946.48;591,000.02;0;509,366.10;629,467.91;0;0;0;0;407,070.30;0;0;0.37;0;0;0;0;3,229,913.18
mar-18;0;6,182.35;84,988.82;0;23,906.14;889,227.10;12,064.95;644,245.40;15,747.16;563,899.06;529,507.15;0;0;0;0;418,762.45;0;0;74.03;0;0;0;0;3,188,604.61
abr-18;0;1,877.72;219,805.45;0;70,906.87;696,962.77;0;188,590.81;0;510,830.00;617,512.28;0;0;0;0;0;0;0;72.29;0;0;0;0;2,306,558.19
may-18;0;4,300.00;111,460.41;0;72,992.51;1,592,580.34;38,055.30;636,234.13;0;580,825.11;580,329.35;0;0;0;0;327,075.21;0;0;6.96;0;0;0;0;3,943,859.32
jun-18;0;6,413.00;130,426.60;0;34,249.65;777,679.91;0;618,811.33;21,208.26;463,620.61;558,257.59;0;1,000.00;0;0;0;0;0;144.57;0;0;0;0;2,611,811.52
jul-18;0;8,518.71;148,012.12;0;40,811.00;793,683.41;0;584,386.15;4,005.99;543,333.77;784,601.77;0;0;0;0;385,600.49;0;0;5.84;0;0;0;0;3,292,959.25
ago-18;0;3,434.71;214,625.41;0;81,985.47;1,281,364.78;0;408,658.63;20,437.54;663,834.04;541,557.34;0;0;0;0;0;0;0;74.63;0;0;0;0;3,215,972.55
sep-18;0;4,473.29;26,753.84;0;94,980.04;896,266.43;0;449,846.76;18,379.30;454,442.87;536,897.09;0;0;0;0;406,985.43;0;0;0;0;0;0;0;2,889,025.05
oct-18;0;4,285.71;150,085.74;0;55,219.75;992,682.04;6,049.00;600,230.45;2,395.30;726,044.35;663,440.34;0;0;0;0;418,296.61;0;0;74.94;0;0;0;0;3,618,804.23
nov-18;0;2,584.71;65,312.15;0;52,310.24;899,588.34;39,035.84;598,626.16;0;534,084.49;509,382.86;0;0;0;0;244,787.00;0;0;73.85;0;0;0;0;2,945,785.64
dic-18;0;2,588.13;84,669.38;0;87,868.41;792,198.66;0;614,887.00;0;535,639.97;631,652.56;0;0;0;0;438,155.24;0;0;83.27;0;0;0;0;3,187,742.62
ene-19;16,541.30;3,058.43;196,719.10;334;59,152.84;1,195,728.20;0;414,086.12;15,399.57;702,923.37;684,504.84;585.91;0;475.49;350.92;208,276.69;0;7,282.59;0.41;0;0;0;0;3,505,419.78
feb-19;21,619.99;8,794.74;100,485.14;307.6;101,570.62;1,208,476.16;0;460,518.80;1,801.96;469,437.28;521,555.38;545.97;0;1,911.93;342.55;279,583.39;0;11,978.35;144.57;0;0;0;0;3,189,074.42
mar-19;17,980.15;10,715.12;109,888.23;426.69;118,678.80;1,550,052.84;0;384,425.56;0;678,145.38;704,276.53;996.49;0;2,170.21;0;256,490.00;0;4,717.69;80.58;0;0;0;0;3,839,044.27
abr-19;17,450.33;3,114.36;280,702.33;512.67;76,765.06;1,215,209.05;39,866.57;670,633.92;14,371.63;867,761.34;656,495.95;477.01;0;1,944.32;0;276,252.72;0;5,112.74;147.59;0;0;0;0;4,126,817.59
may-19;22,195.29;6,650.62;103,315.20;171.98;59,987.32;1,011,872.87;0;623,466.22;0;596,798.22;568,128.41;489.43;0;2,658.48;0;485,520.18;0;6,263.91;82.01;0;0;0;0;3,487,600.14
jun-19;22,041.50;4,484.73;346,048.30;507.79;68,548.57;1,029,100.90;0;612,732.27;13,290.50;712,731.80;629,788.43;225.87;0;0;0;256,057.52;0;9,967.36;0;0;0;0;0;3,705,525.54
jul-19;20,059.59;19,590.13;13,652.90;202.29;63,368.64;1,056,569.11;0;667,486.78;0;531,577.64;516,273.85;117.68;0;3,134.83;0;0;0;9,079.17;75.79;0;0;0;0;2,901,188.41
ago-19;19,268.71;9,374.15;141,908.64;404.4;75,962.03;1,167,556.89;0;586,430.65;0;896,841.31;713,859.98;176.82;0;952.38;0;0;0;3,968.23;7.34;0;0;0;0;3,616,711.53
sep-19;17,011.47;5,473.85;108,983.70;557.9;58,060.40;717,490.02;7,551.05;850,778.21;0;518,043.68;491,194.71;348.21;0;166.67;340.1;212,326.74;0;8,867.90;79.33;0;0;0;0;2,997,273.94
oct-19;19,109.12;10,751.21;95,514.49;107.93;43,064.61;1,160,570.85;35,005.92;225,207.04;0;712,672.38;691,407.73;115.83;0;2,499.43;0;525,400.00;0;7,671.02;1.09;0;0;0;0;3,529,098.65
nov-19;16,108.61;6,971.48;84,414.64;427.5;56,475.66;1,122,990.69;0;610,868.12;2,070.48;791,039.02;658,706.42;320.44;0;2,579.15;0;0;0;13,551.90;149.09;0;0;0;0;3,366,673.20
dic-19;27,097.05;5,682.60;164,276.76;434.83;39,148.46;1,098,972.39;0;600,003.85;0;731,012.24;797,580.75;313.8;39,972.88;2,899.75;0;245,057.00;0;7,373.88;13.01;0;0;0;0;3,759,839.25
ene-20;19,015.04;4,205.43;8,484.76;596.33;64,745.40;999,181.20;34,013.75;715,600.32;0;629,414.90;573,220.63;721.04;0;1,647.63;0;0;0;9,005.37;148.95;0;0;0;0;3,060,000.75
feb-20;21,047.21;5,960.00;158,888.73;237.16;71,115.46;1,237,018.37;12,300.92;451,331.70;23,690.30;741,509.07;611,314.13;177.68;0;2,607.12;0;849,463.41;0;8,881.49;0;0;0;0;0;4,195,542.75
mar-20;22,930.96;3,351.04;262,105.89;920.12;116,115.40;1,367,335.14;1,991.32;643,278.89;0;735,491.29;809,640.18;590.64;0;1,267.79;0;249,651.49;0;10,977.78;0;0;0;0;0;4,225,647.93
abr-20;21,591.95;2,443.86;195,126.19;756.32;0;834,366.52;0;510,349.93;288.62;329,134.18;453,153.09;363.63;0;0;0;0;0;6,952.78;144.57;0;0;0;0;2,354,671.64
may-20;16,064.15;5,300.00;77,729.35;396.85;0;691,066.44;2,997.10;616,381.45;0;415,805.82;170,292.50;507.39;0;0;0;231,418.00;0;6,147.08;72.29;0;0;0;0;2,234,178.42
jun-20;15,086.16;5,451.00;126,935.72;280.4;18,372.88;1,066,148.05;48,945.91;467,664.76;0;683,322.72;415,672.19;364.94;0;0;259.99;241,228.00;0;9,716.36;0;0;0;0;0;3,099,449.08
jul-20;24,023.78;4,142.86;95,456.23;0;29,742.42;779,930.57;0;675,337.54;0;451,717.75;347,541.59;311.23;0;0;247.67;602,780.29;0;7,703.40;72.29;0;0;0;0;3,019,007.62
ago-20;18,020.13;3,118.87;60,562.44;524.4;46,730.75;791,258.19;7,998.76;634,320.07;0;547,899.55;414,416.34;393.75;0;0;1.14;0;0;4,201.86;72.29;0;0;0;0;2,529,518.54
sep-20;18,803.77;579.76;28,529.93;0;0;1,021,360.83;0;315,527.09;2,261.75;591,799.83;563,742.50;329.23;0;356.4;0;351,581.75;0;19,486.30;72.29;0;0;0;0;2,914,431.43
oct-20;25,940.04;4,594.86;170,477.00;519.98;22,389.55;891,340.69;0;960,840.53;0;861,840.54;733,692.01;369.36;0;0;0.38;0;0;6,118.08;72.86;0;0;0;0;3,678,195.88
nov-20;24,172.72;2,720.06;160,324.99;339;26,211.17;1,152,909.51;44,596.07;328,603.13;708.35;696,600.14;570,262.17;388.25;0;933.81;60;357,873.68;0;24,501.43;0;0;0;0;0;3,391,204.48
dic-20;24,292.17;4,862.74;105,609.42;287.36;36,051.00;1,050,560.83;0;684,160.08;176.69;780,347.28;777,450.55;668.76;0;1,116.47;7.67;281,577.99;0;10,024.51;144.57;0;0;0;0;3,757,338.09
ene-21;32,297.51;2,857.14;74,116.04;158.88;34,039.29;1,185,644.96;1,499.38;475,619.49;0;626,537.48;642,652.37;559.25;0;285.71;0;360,218.54;0;13,170.43;0;0;0;0;0;3,449,656.47
feb-21;25,775.47;2,944.55;90,475.23;597.3;36,199.22;1,076,824.67;1,203.34;617,783.16;0;715,261.34;726,508.78;469.36;0;1,941.72;2.85;0;0;14,072.44;0;0;0;0;0;3,310,059.43
mar-21;39,423.46;2,766.58;219,041.83;329.9;44,504.81;1,345,110.18;13,415.05;549,815.26;22,193.67;772,750.01;850,334.64;512.05;0;1,543.65;48;232,451.50;0;3,701.67;0;0;0;0;0;4,097,942.26
abr-21;34,386.10;2,373.03;134,271.99;331.4;60,378.83;1,250,171.58;39,568.59;664,443.94;0;634,408.89;1,227,173.53;944.87;0;1,008.98;0;0;191;18,400.35;0;0;0;0;0;4,068,053.08
may-21;46,934.14;4,002.38;70,289.08;907.08;34,196.00;1,279,017.24;0;678,501.06;0;669,085.78;649,783.14;278.79;0;1,689.58;3.4;554,574.24;0;22,306.42;0;0;0;0;0;4,011,568.33
jun-21;29,240.60;2,746.31;222,211.83;418;72,527.45;1,440,106.47;1,489.69;466,658.55;0;833,544.64;623,695.20;407.59;0;1,762.73;1.56;0;937.08;4,781.62;0;0;0;0;0;3,700,529.32
jul-21;35,080.77;3,825.70;37,527.59;474.4;53,322.76;1,110,409.53;23,256.67;665,263.10;0;833,732.31;689,717.29;204.15;0;1,315.27;0;274,703.81;1,801.91;14,357.33;0;0;0;0;0;3,744,992.59
ago-21;28,578.20;2,714.29;105,776.21;59;47,443.21;1,175,960.64;1,888.95;746,002.48;3,390.96;664,522.74;685,977.45;236.64;0;1,237.75;0;585,160.46;0;7,124.19;0;0;0;0;0;4,056,073.17
sep-21;25,507.27;2,285.90;107,267.84;243.6;38,914.43;896,539.24;0;689,829.47;0;844,430.03;646,233.31;342.49;0;1,669.70;28;215,709.34;0;1,993.73;0;0;0;0;0;3,470,994.35
oct-21;21,800.64;5,087.46;160,474.20;764.35;93,077.24;1,542,473.57;41,348.99;696,346.90;0;522,701.11;589,405.56;229.98;0;2,395.35;1.51;259,087.00;0;5,945.58;0;0;0;0;0;3,941,139.44
nov-21;27,112.87;5,428.57;70,030.27;310.23;39,207.43;1,029,780.80;0;524,186.50;1,731.86;692,267.31;623,392.63;340.01;0;887.73;162.26;263,869.47;0;21,329.70;0;0;0;0;0;3,300,037.64
dic-21;25,260.10;4,503.81;208,358.64;279.14;80,357.56;1,294,042.31;0;679,415.09;0;785,313.56;640,981.15;266.64;0;2,212.32;1.04;264,644.14;0;18,835.04;0;0;0;0;0;4,004,470.54
ene-22;23,369.81;3,714.29;88,967.71;429.11;45,177.60;1,438,571.28;4,000.00;657,185.74;24,251.44;848,902.97;947,226.27;6,903.32;0;2,669.51;1.59;579,700.89;1,014.29;799.03;0;0;0;0;0;4,672,884.85
feb-22;30,737.35;5,046.42;75,860.50;690.84;49,143.86;1,217,495.31;0;673,218.30;0;723,925.74;673,653.80;1,611.78;0;1,836.51;0.07;524,685.89;1,005.96;13,256.25;0;0;0;0;0;3,992,168.58
mar-22;30,889.18;5,247.62;166,928.38;255.31;101,583.78;1,246,975.12;15,098.98;713,553.44;1,845.88;772,406.10;592,318.21;9,837.36;0;3,969.56;360.06;882,244.12;4,115.91;4,104.41;0;0;0;0;0;4,551,733.41
abr-22;29,981.76;2,333.68;307,291.31;412.19;56,182.73;1,284,453.73;4,034.55;693,964.40;0;906,104.05;493,958.32;5,125.91;0;2,433.83;414.41;527,111.79;0;1,454.76;0;0;0;0;0;4,315,257.42
may-22;35,466.49;5,298.67;73,435.94;403.17;62,999.86;1,306,786.77;9,040.11;667,272.19;0;762,776.12;663,348.94;8,044.94;0;1,417.46;513.83;245,972.00;0;13,787.34;0;0;0;0;0;3,856,563.83
jun-22;34,937.44;5,571.42;196,263.91;395.85;99,190.10;1,032,070.53;24,651.72;265,773.77;0;641,348.46;556,311.96;1,734.67;0;2,124.98;0.5;527,653.40;828.7;6,741.23;0;0;0;0;0;3,395,598.64
jul-22;27,423.74;5,231.10;86,469.36;286;55,357.83;1,116,548.97;25,727.21;717,652.72;1,301.96;987,872.05;611,115.01;4,282.76;0;2,724.66;256.92;0;1,604.92;10,938.76;0;0;0;0;0;3,654,793.97
ago-22;28,517.52;7,714.29;83,286.94;25.71;84,499.18;1,299,910.96;0;735,253.72;13,624.43;657,942.72;378,627.69;3,960.93;0;2,319.45;0;872,599.58;2,090.11;11,961.93;0;0;0;0;0;4,182,335.16
sep-22;22,099.26;9,110.51;155,992.58;13.1;41,793.59;1,077,517.90;4,983.86;421,303.21;529.05;869,579.64;551,589.72;7,431.40;0;3,425.97;0;0;2,264.37;863.08;0;0;0;0;0;3,168,497.23
oct-22;22,298.63;5,157.50;57,422.20;510.38;95,299.93;980,527.08;11,260.59;717,849.25;0;718,920.20;529,832.42;5,039.05;0;2,665.57;1.26;771,601.46;1,255.96;11,141.07;0;0;0;0;0;3,930,782.55
nov-22;22,426.83;7,548.75;155,269.41;0;55,258.65;1,136,760.55;9,941.91;691,237.42;0;754,135.86;595,870.42;9,769.41;0;2,338.28;43.09;684,517.29;1,431.00;15,257.34;0;0;0;0;0;4,141,806.21
dic-22;23,211.02;8,157.14;223,806.31;13;60,626.66;1,082,107.64;9,888.12;671,444.61;2,335.55;841,323.98;602,458.30;8,196.94;0;2,710.39;380.64;275,120.84;0;1,843.78;0;0;0;0;0;3,813,624.91
ene-23;25,028.49;11,654.23;132,458.17;7.86;65,808.97;1,442,099.08;45,074.97;497,780.69;0;909,391.13;578,792.14;2,240.05;0;3,247.22;6.32;0;215;4,491.66;0;0;0;0;0;3,718,295.98
feb-23;23,565.09;16,542.56;123,451.93;152;154,166.84;1,267,967.39;0;652,984.71;24,776.42;725,101.20;685,183.06;288.59;0;2,439.59;248.44;870,158.29;212.9;21,630.09;0;0;0;0;0;4,568,869.10
mar-23;30,789.61;13,751.26;149,590.82;;66,515.19;1,317,519.91;4,985.21;711,978.35;0;803,262.67;633,849.05;497.5;0;4,212.34;330.59;249,231.00;1,474.00;12,599.78;0;0;0;0;0;4,000,587.28
abr-23;26,953.86;28,162.91;134,010.55;86.43;123,298.87;1,417,182.73;21,503.98;647,666.30;1,840.46;922,032.39;572,201.36;386.21;0;1,713.96;40;0;1,811.06;19,941.64;0;0;0;0;0;3,918,832.71
may-23;31,785.11;27,251.87;234,819.33;6;94,150.63;1,428,099.62;15,047.82;713,348.99;0;947,633.29;668,478.73;623.67;0;2,727.50;260.39;525,292.80;621;16,858.33;0;0;0;0;0;4,707,005.08
jun-23;23,463.06;24,002.61;328,622.59;84.53;71,657.93;1,278,824.18;0;285,817.78;353.12;831,466.44;639,685.80;452.32;0;2,389.65;40;260,737.00;403;6,274.03;0;0;0;0;0;3,754,274.04
jul-23;31,118.10;18,629.80;296,415.77;97.67;74,719.21;1,113,086.84;0;1,077,122.75;0;830,098.86;562,498.09;70.83;0;3,254.81;298.47;614,753.75;3,015.00;24,765.01;0;0;0;0;0;4,649,944.96
ago-23;29,629.50;8,705.86;172,072.23;137.81;81,075.68;1,075,379.76;5,059.90;274,973.63;0;801,621.75;669,240.21;477.65;0;1,993.96;390.82;534,677.81;0;14,962.51;0;0;0;0;0;3,670,399.08
sep-23;26,932.62;13,642.58;67,022.82;351.88;99,197.26;1,242,719.42;25,049.60;591,711.91;2,780.09;762,592.30;586,145.30;425.2;0;2,602.92;253.04;259,958.00;2,226.00;7,065.47;0;0;0;0;0;3,690,676.41
oct-23;25,719.44;7,680.11;115,876.52;55;52,257.83;834,686.02;5,027.17;673,581.15;7,202.70;928,439.18;652,149.45;10.14;0;2,438.05;40.19;395,893.00;632;15,084.52;0;0;0;0;0;3,716,772.47
nov-23;27,025.85;11,353.21;146,036.20;6.86;72,479.40;1,348,739.16;19,959.80;578,797.45;0;839,290.02;682,060.84;656.66;0;2,742.53;80.35;505,238.39;3,715.00;11,089.62;0;0;0;0;0;4,249,271.34
dic-23;26,971.61;9,898.92;325,555.62;13.31;104,724.64;1,509,634.28;22,953.87;692,182.03;2,777.45;763,754.27;571,924.92;202.91;0;1,600.66;0.12;596,212.63;3,190.00;21,033.99;0;0;0;0;0;4,652,631.23
ene-24;26,693.78;7,837.29;99,680.22;105.62;101,415.50;1,409,097.15;6,710.98;701,570.80;0;914,133.32;712,333.33;332.39;0;2,879.59;123.6;264,918.62;0;15,383.87;0;0;0;0;0;4,263,216.06
feb-24;21,374.61;5,313.11;143,951.95;95.09;87,352.10;1,236,861.75;4,639.33;916,541.70;5,978.37;740,662.25;650,360.11;280.11;0;3,041.20;80;534,021.57;2,057.00;24,524.03;0;0;0;0;0;4,377,134.28
mar-24;27,993.04;5,633.41;163,119.06;0;105,710.45;1,477,038.00;5,007.48;675,157.48;0;838,270.93;620,077.74;320.67;0;2,205.73;263.28;523,701.86;2,869.00;3,782.28;0;0;0;0;0;4,451,150.41
abr-24;37,444.60;7,990.99;77,253.65;33.52;85,752.17;1,294,706.12;35,135.35;473,940.66;3,351.23;886,132.77;687,017.96;1,094.83;0;2,980.98;40;0;7,802.00;23,555.38;0;0;0;0;0;3,624,232.21
may-24;32,532.63;10,483.78;544,682.15;91.83;94,606.00;1,470,870.09;0;684,864.46;4,970.88;939,656.18;696,970.30;212.24;0;2,678.22;242.22;518,800.00;3,845.00;14,929.21;0;0;0;0;0;5,020,435.19
jun-24;29,845.57;9,407.82;222,899.55;0;66,604.07;1,324,033.53;25,804.75;686,142.95;3,122.74;753,130.22;597,897.96;402.7;0;2,944.23;335.17;246,585.00;3,366.71;15,400.98;0;0;0;0;0;3,987,923.95
