FECHA;Tipo de Cambio;Superior;Regular;Diesel;Bunker;Glp Cilindro 25Lbs.;
03/jun/2023;7.83809; 33.30 ; 31.99 ; 27.00 ; 16.67 ; 115.00 ; 4.60 
04/jun/2023;7.83809; 33.30 ; 31.99 ; 27.00 ; 16.67 ; 115.00 ; 4.60 
05/jun/2023;7.82959; 33.30 ; 31.97 ; 26.56 ; 16.67 ; 115.00 ; 4.60 
06/jun/2023;7.82919; 33.30 ; 31.97 ; 26.56 ; 16.67 ; 115.00 ; 4.60 
07/jun/2023;7.83743; 33.30 ; 31.97 ; 26.56 ; 16.67 ; 115.00 ; 4.60 
08/jun/2023;7.83755; 33.30 ; 31.97 ; 26.56 ; 16.67 ; 115.00 ; 4.60 
09/jun/2023;7.83852; 33.30 ; 31.97 ; 26.56 ; 16.67 ; 115.00 ; 4.60 
10/jun/2023;7.83852; 33.30 ; 31.97 ; 26.56 ; 16.67 ; 115.00 ; 4.60 
11/jun/2023;7.83852; 33.30 ; 31.97 ; 26.56 ; 16.67 ; 115.00 ; 4.60 
12/jun/2023;7.83317; 33.10 ; 31.78 ; 26.30 ; 17.52 ; 115.00 ; 4.60 
13/jun/2023;7.83321; 33.10 ; 31.78 ; 26.30 ; 17.52 ; 115.00 ; 4.60 
14/jun/2023;7.83379; 33.10 ; 31.78 ; 26.30 ; 17.52 ; 115.00 ; 4.60 
15/jun/2023;7.83909; 33.10 ; 31.78 ; 26.30 ; 17.52 ; 115.00 ; 4.60 
16/jun/2023;7.83924; 33.10 ; 31.78 ; 26.30 ; 17.52 ; 135.00 ; 5.40 
17/jun/2023;7.83924; 33.10 ; 31.78 ; 26.30 ; 17.52 ; 135.00 ; 5.40 
18/jun/2023;7.83924; 33.10 ; 31.78 ; 26.30 ; 17.52 ; 135.00 ; 5.40 
19/jun/2023;7.83373; 33.08 ; 31.79 ; 26.25 ; 18.82 ; 135.00 ; 5.40 
20/jun/2023;7.84215; 33.08 ; 31.79 ; 26.25 ; 18.82 ; 135.00 ; 5.40 
21/jun/2023;7.83770; 33.08 ; 31.79 ; 26.25 ; 18.82 ; 135.00 ; 5.40 
22/jun/2023;7.83963; 33.08 ; 31.79 ; 26.25 ; 18.82 ; 135.00 ; 5.40 
23/jun/2023;7.84308; 33.08 ; 31.79 ; 26.25 ; 18.82 ; 135.00 ; 5.40 
24/jun/2023;7.84308; 33.08 ; 31.79 ; 26.25 ; 18.82 ; 135.00 ; 5.40 
25/jun/2023;7.84308; 33.08 ; 31.79 ; 26.25 ; 18.82 ; 135.00 ; 5.40 
26/jun/2023;7.83445; 33.08 ; 31.79 ; 26.25 ; 18.82 ; 135.00 ; 5.40 
27/jun/2023;7.84069; 34.16 ; 32.66 ; 27.00 ; 18.82 ; 135.00 ; 5.40 
28/jun/2023;7.84326; 34.16 ; 32.66 ; 27.00 ; 18.82 ; 135.00 ; 5.40 
29/jun/2023;7.84576; 34.16 ; 32.66 ; 27.00 ; 18.82 ; 135.00 ; 5.40 
30/jun/2023;7.84576; 34.16 ; 32.66 ; 27.00 ; 18.82 ; 135.00 ; 5.40 
01/jul/2023;7.84576; 34.16 ; 32.66 ; 27.00 ; 18.82 ; 135.00 ; 5.40 
02/jul/2023;7.84576; 34.16 ; 32.66 ; 27.00 ; 18.82 ; 135.00 ; 5.40 
03/jul/2023;7.84576; 34.16 ; 32.66 ; 27.00 ; 18.82 ; 135.00 ; 5.40 
04/jul/2023;7.84107; 33.52 ; 32.01 ; 26.97 ; 19.70 ; 135.00 ; 5.40 
05/jul/2023;7.84545; 33.52 ; 32.01 ; 26.97 ; 19.70 ; 135.00 ; 5.40 
06/jul/2023;7.84564; 33.52 ; 32.01 ; 26.97 ; 19.70 ; 135.00 ; 5.40 
07/jul/2023;7.84717; 33.52 ; 32.01 ; 26.97 ; 19.70 ; 135.00 ; 5.40 
08/jul/2023;7.84717; 33.52 ; 32.01 ; 26.97 ; 19.70 ; 135.00 ; 5.40 
09/jul/2023;7.84717; 33.52 ; 32.01 ; 26.97 ; 19.70 ; 135.00 ; 5.40 
10/jul/2023;7.84097; 33.51 ; 32.01 ; 26.96 ; 19.45 ; 135.00 ; 5.40 
11/jul/2023;7.84161; 33.51 ; 32.01 ; 26.96 ; 19.45 ; 135.00 ; 5.40 
12/jul/2023;7.84570; 33.51 ; 32.01 ; 26.96 ; 19.45 ; 135.00 ; 5.40 
13/jul/2023;7.84314; 33.51 ; 32.01 ; 26.96 ; 19.45 ; 135.00 ; 5.40 
14/jul/2023;7.84812; 33.51 ; 32.01 ; 26.96 ; 19.45 ; 135.00 ; 5.40 
15/jul/2023;7.84812; 33.51 ; 32.01 ; 26.96 ; 19.45 ; 135.00 ; 5.40 
16/jul/2023;7.84812; 33.51 ; 32.01 ; 26.96 ; 19.45 ; 135.00 ; 5.40 
17/jul/2023;7.84281; 33.78 ; 32.28 ; 27.47 ; 19.20 ; 135.00 ; 5.40 
18/jul/2023;7.84349; 33.78 ; 32.28 ; 27.47 ; 19.20 ; 135.00 ; 5.40 
19/jul/2023;7.84612; 33.78 ; 32.28 ; 27.47 ; 19.20 ; 135.00 ; 5.40 
20/jul/2023;7.84814; 33.78 ; 32.28 ; 27.47 ; 19.20 ; 135.00 ; 5.40 
21/jul/2023;7.84913; 33.78 ; 32.28 ; 27.47 ; 19.20 ; 135.00 ; 5.40 
22/jul/2023;7.84913; 33.78 ; 32.28 ; 27.47 ; 19.20 ; 135.00 ; 5.40 
23/jul/2023;7.84913; 33.78 ; 32.28 ; 27.47 ; 19.20 ; 135.00 ; 5.40 
24/jul/2023;7.84918; 34.78 ; 33.28 ; 28.47 ; 19.44 ; 135.00 ; 5.40 
25/jul/2023;7.84857; 34.78 ; 33.28 ; 28.47 ; 19.44 ; 135.00 ; 5.40 
26/jul/2023;7.85244; 34.78 ; 33.28 ; 28.47 ; 19.44 ; 135.00 ; 5.40 
27/jul/2023;7.86393; 34.78 ; 33.28 ; 28.47 ; 19.44 ; 135.00 ; 5.40 
28/jul/2023;7.86955; 34.78 ; 33.28 ; 28.47 ; 19.44 ; 135.00 ; 5.40 
29/jul/2023;7.86955; 34.78 ; 33.28 ; 28.47 ; 19.44 ; 135.00 ; 5.40 
30/jul/2023;7.86955; 34.78 ; 33.28 ; 28.47 ; 19.44 ; 135.00 ; 5.40 
31/jul/2023;7.86893; 36.28 ; 34.77 ; 29.68 ; 20.54 ; 135.00 ; 5.40 
01/ago/2023;7.86466; 36.28 ; 34.77 ; 29.68 ; 20.54 ; 135.00 ; 5.40 
02/ago/2023;7.86984; 36.28 ; 34.77 ; 29.68 ; 20.54 ; 135.00 ; 5.40 
03/ago/2023;7.86853; 36.28 ; 34.77 ; 29.68 ; 20.54 ; 135.00 ; 5.40 
04/ago/2023;7.86956; 36.28 ; 34.77 ; 29.68 ; 20.54 ; 135.00 ; 5.40 
05/ago/2023;7.86956; 36.28 ; 34.77 ; 29.68 ; 20.54 ; 135.00 ; 5.40 
06/ago/2023;7.86956; 36.28 ; 34.77 ; 29.68 ; 20.54 ; 135.00 ; 5.40 
07/ago/2023;7.86202; 37.47 ; 35.97 ; 30.97 ; 19.54 ; 135.00 ; 5.40 
08/ago/2023;7.86093; 37.47 ; 35.97 ; 30.97 ; 19.54 ; 135.00 ; 5.40 
09/ago/2023;7.86111; 37.47 ; 35.97 ; 30.97 ; 19.54 ; 135.00 ; 5.40 
10/ago/2023;7.86178; 37.47 ; 35.97 ; 30.97 ; 19.54 ; 135.00 ; 5.40 
11/ago/2023;7.85770; 37.47 ; 35.97 ; 30.97 ; 19.54 ; 135.00 ; 5.40 
12/ago/2023;7.85770; 37.47 ; 35.97 ; 30.97 ; 19.54 ; 135.00 ; 5.40 
13/ago/2023;7.85770; 37.47 ; 35.97 ; 30.97 ; 19.54 ; 135.00 ; 5.40 
14/ago/2023;7.85084; 37.47 ; 35.97 ; 31.89 ; 20.65 ; 135.00 ; 5.40 
15/ago/2023;7.85084; 37.47 ; 35.97 ; 31.89 ; 20.65 ; 135.00 ; 5.40 
16/ago/2023;7.84999; 37.47 ; 35.97 ; 31.89 ; 20.65 ; 135.00 ; 5.40 
17/ago/2023;7.85065; 37.47 ; 35.97 ; 31.89 ; 20.65 ; 135.00 ; 5.40 
18/ago/2023;7.85081; 37.47 ; 35.97 ; 31.89 ; 20.65 ; 135.00 ; 5.40 
19/ago/2023;7.85081; 37.47 ; 35.97 ; 31.89 ; 20.65 ; 135.00 ; 5.40 
20/ago/2023;7.85081; 37.47 ; 35.97 ; 31.89 ; 20.65 ; 135.00 ; 5.40 
21/ago/2023;7.84850; 37.47 ; 35.97 ; 31.89 ; 20.65 ; 135.00 ; 5.40 
22/ago/2023;7.84760; 37.16 ; 35.66 ; 31.65 ; 20.10 ; 135.00 ; 5.40 
23/ago/2023;7.85270; 37.16 ; 35.66 ; 31.65 ; 20.10 ; 135.00 ; 5.40 
24/ago/2023;7.86094; 37.16 ; 35.66 ; 31.65 ; 20.10 ; 135.00 ; 5.40 
25/ago/2023;7.86352; 37.16 ; 35.66 ; 31.65 ; 20.10 ; 135.00 ; 5.40 
26/ago/2023;7.86352; 37.16 ; 35.66 ; 31.65 ; 20.10 ; 135.00 ; 5.40 
27/ago/2023;7.86352; 37.16 ; 35.66 ; 31.65 ; 20.10 ; 135.00 ; 5.40 
28/ago/2023;7.86209; 37.26 ; 35.76 ; 32.90 ; 20.10 ; 135.00 ; 5.40 
29/ago/2023;7.86456; 37.26 ; 35.76 ; 32.90 ; 20.10 ; 135.00 ; 5.40 
30/ago/2023;7.86564; 37.26 ; 35.76 ; 32.90 ; 20.10 ; 135.00 ; 5.40 
31/ago/2023;7.87154; 37.26 ; 35.76 ; 32.90 ; 20.10 ; 135.00 ; 5.40 
01/sep/2023;7.87138; 37.26 ; 35.76 ; 32.90 ; 20.10 ; 135.00 ; 5.40 
02/sep/2023;7.87138; 37.26 ; 35.76 ; 32.90 ; 20.10 ; 135.00 ; 5.40 
03/sep/2023;7.87138; 37.26 ; 35.76 ; 32.90 ; 20.10 ; 135.00 ; 5.40 
04/sep/2023;7.86255; 37.28 ; 35.77 ; 32.82 ; 20.59 ; 135.00 ; 5.40 
05/sep/2023;7.87296; 37.28 ; 35.77 ; 32.82 ; 20.59 ; 135.00 ; 5.40 
06/sep/2023;7.86522; 37.28 ; 35.77 ; 32.82 ; 20.59 ; 135.00 ; 5.40 
07/sep/2023;7.86869; 37.28 ; 35.77 ; 32.82 ; 20.59 ; 135.00 ; 5.40 
08/sep/2023;7.87425; 37.28 ; 35.77 ; 32.82 ; 20.59 ; 135.00 ; 5.40 
09/sep/2023;7.87425; 37.28 ; 35.77 ; 32.82 ; 20.59 ; 135.00 ; 5.40 
10/sep/2023;7.87425; 37.28 ; 35.77 ; 32.82 ; 20.59 ; 135.00 ; 5.40 
11/sep/2023;7.86798; 36.91 ; 35.42 ; 32.52 ; 21.09 ; 135.00 ; 5.40 
12/sep/2023;7.86925; 36.91 ; 35.42 ; 32.52 ; 21.09 ; 135.00 ; 5.40 
13/sep/2023;7.87316; 36.91 ; 35.42 ; 32.52 ; 21.09 ; 135.00 ; 5.40 
14/sep/2023;7.87117; 36.91 ; 35.42 ; 32.52 ; 21.09 ; 135.00 ; 5.40 
15/sep/2023;7.87117; 36.91 ; 35.42 ; 32.52 ; 21.09 ; 135.00 ; 5.40 
16/sep/2023;7.87117; 36.91 ; 35.42 ; 32.52 ; 21.09 ; 135.00 ; 5.40 
17/sep/2023;7.87117; 36.91 ; 35.42 ; 32.52 ; 21.09 ; 135.00 ; 5.40 
18/sep/2023;7.86740; 36.88 ; 35.40 ; 33.91 ; 21.49 ; 135.00 ; 5.40 
19/sep/2023;7.86550; 36.88 ; 35.40 ; 33.91 ; 21.49 ; 135.00 ; 5.40 
20/sep/2023;7.86598; 36.88 ; 35.40 ; 33.91 ; 21.49 ; 135.00 ; 5.40 
21/sep/2023;7.86641; 36.88 ; 35.40 ; 33.91 ; 21.49 ; 135.00 ; 5.40 
22/sep/2023;7.86623; 36.88 ; 35.40 ; 33.91 ; 21.49 ; 135.00 ; 5.40 
23/sep/2023;7.86623; 36.88 ; 35.40 ; 33.91 ; 21.49 ; 135.00 ; 5.40 
24/sep/2023;7.86623; 36.88 ; 35.40 ; 33.91 ; 21.49 ; 135.00 ; 5.40 
25/sep/2023;7.86259; 37.31 ; 35.82 ; 34.60 ; 21.49 ; 135.00 ; 5.40 
26/sep/2023;7.85984; 37.31 ; 35.82 ; 34.60 ; 21.49 ; 135.00 ; 5.40 
27/sep/2023;7.86021; 37.31 ; 35.82 ; 34.60 ; 21.49 ; 135.00 ; 5.40 
28/sep/2023;7.85906; 37.31 ; 35.82 ; 34.60 ; 21.49 ; 135.00 ; 5.40 
29/sep/2023;7.85833; 37.31 ; 35.82 ; 34.60 ; 21.49 ; 135.00 ; 5.40 
30/sep/2023;7.85833; 37.31 ; 35.82 ; 34.60 ; 21.49 ; 135.00 ; 5.40 
01/oct/2023;7.85833; 37.31 ; 35.82 ; 34.60 ; 21.49 ; 135.00 ; 5.40 
02/oct/2023;7.85164; 36.62 ; 35.12 ; 34.42 ; 21.49 ; 135.00 ; 5.40 
03/oct/2023;7.84984; 36.62 ; 35.12 ; 34.42 ; 21.49 ; 135.00 ; 5.40 
04/oct/2023;7.85072; 36.62 ; 35.12 ; 34.42 ; 21.49 ; 135.00 ; 5.40 
05/oct/2023;7.84522; 36.62 ; 35.12 ; 34.42 ; 21.49 ; 135.00 ; 5.40 
06/oct/2023;7.84518; 36.62 ; 35.12 ; 34.42 ; 21.49 ; 135.00 ; 5.40 
07/oct/2023;7.84518; 36.62 ; 35.12 ; 34.42 ; 21.49 ; 135.00 ; 5.40 
08/oct/2023;7.84518; 36.62 ; 35.12 ; 34.42 ; 21.49 ; 135.00 ; 5.40 
09/oct/2023;7.84317; 35.66 ; 34.16 ; 33.96 ; 21.19 ; 135.00 ; 5.40 
10/oct/2023;7.85032; 35.66 ; 34.16 ; 33.96 ; 21.19 ; 135.00 ; 5.40 
11/oct/2023;7.84107; 35.66 ; 34.16 ; 33.96 ; 21.19 ; 135.00 ; 5.40 
12/oct/2023;7.84107; 35.66 ; 34.16 ; 33.96 ; 21.19 ; 135.00 ; 5.40 
13/oct/2023;7.84314; 35.66 ; 34.16 ; 33.96 ; 21.19 ; 135.00 ; 5.40 
14/oct/2023;7.84314; 35.66 ; 34.16 ; 33.96 ; 21.19 ; 135.00 ; 5.40 
15/oct/2023;7.84314; 35.66 ; 34.16 ; 33.96 ; 21.19 ; 135.00 ; 5.40 
16/oct/2023;7.83895; 35.75 ; 34.25 ; 33.99 ; 21.49 ; 135.00 ; 5.40 
17/oct/2023;7.84116; 35.75 ; 34.25 ; 33.99 ; 21.49 ; 135.00 ; 5.40 
18/oct/2023;7.84075; 35.75 ; 34.25 ; 33.99 ; 21.49 ; 135.00 ; 5.40 
19/oct/2023;7.83984; 35.75 ; 34.25 ; 33.99 ; 21.49 ; 135.00 ; 5.40 
20/oct/2023;7.83984; 35.75 ; 34.25 ; 33.99 ; 21.49 ; 135.00 ; 5.40 
21/oct/2023;7.83984; 35.75 ; 34.25 ; 33.99 ; 21.49 ; 135.00 ; 5.40 
22/oct/2023;7.83984; 35.75 ; 34.25 ; 33.99 ; 21.49 ; 135.00 ; 5.40 
23/oct/2023;7.83653; 35.33 ; 33.83 ; 33.41 ; 20.49 ; 135.00 ; 5.40 
24/oct/2023;7.83386; 35.33 ; 33.83 ; 33.41 ; 20.49 ; 135.00 ; 5.40 
25/oct/2023;7.83807; 35.33 ; 33.83 ; 33.41 ; 20.49 ; 135.00 ; 5.40 
26/oct/2023;7.84253; 35.33 ; 33.83 ; 33.41 ; 20.49 ; 135.00 ; 5.40 
27/oct/2023;7.84232; 35.33 ; 33.83 ; 33.41 ; 20.49 ; 135.00 ; 5.40 
28/oct/2023;7.84232; 35.33 ; 33.83 ; 33.41 ; 20.49 ; 135.00 ; 5.40 
29/oct/2023;7.84232; 35.33 ; 33.83 ; 33.41 ; 20.49 ; 135.00 ; 5.40 
30/oct/2023;7.83714; 34.52 ; 32.99 ; 32.80 ; 20.49 ; 135.00 ; 5.40 
31/oct/2023;7.83252; 34.52 ; 32.99 ; 32.80 ; 20.49 ; 135.00 ; 5.40 
01/nov/2023;7.83252; 34.52 ; 32.99 ; 32.80 ; 20.49 ; 135.00 ; 5.40 
02/nov/2023;7.83220; 34.52 ; 32.99 ; 32.80 ; 20.49 ; 135.00 ; 5.40 
03/nov/2023;7.83155; 34.52 ; 32.99 ; 32.80 ; 20.49 ; 135.00 ; 5.40 
04/nov/2023;7.83155; 34.52 ; 32.99 ; 32.80 ; 20.49 ; 135.00 ; 5.40 
05/nov/2023;7.83155; 34.52 ; 32.99 ; 32.80 ; 20.49 ; 135.00 ; 5.40 
06/nov/2023;7.82741; 32.79 ; 31.28 ; 32.31 ; 19.49 ; 135.00 ; 5.40 
07/nov/2023;7.82629; 32.79 ; 31.28 ; 32.31 ; 19.49 ; 135.00 ; 5.40 
08/nov/2023;7.82423; 32.79 ; 31.28 ; 32.31 ; 19.49 ; 135.00 ; 5.40 
09/nov/2023;7.82695; 32.79 ; 31.28 ; 32.31 ; 19.49 ; 135.00 ; 5.40 
10/nov/2023;7.82558; 32.79 ; 31.28 ; 32.31 ; 19.49 ; 135.00 ; 5.40 
11/nov/2023;7.82558; 32.79 ; 31.28 ; 32.31 ; 19.49 ; 135.00 ; 5.40 
12/nov/2023;7.82558; 32.79 ; 31.28 ; 32.31 ; 19.49 ; 135.00 ; 5.40 
13/nov/2023;7.82473; 31.34 ; 29.85 ; 31.61 ; 18.49 ; 135.00 ; 5.40 
14/nov/2023;7.82179; 31.34 ; 29.85 ; 31.61 ; 18.49 ; 135.00 ; 5.40 
15/nov/2023;7.82751; 31.34 ; 29.85 ; 31.61 ; 18.49 ; 135.00 ; 5.40 
16/nov/2023;7.82592; 31.34 ; 29.85 ; 31.61 ; 18.49 ; 135.00 ; 5.40 
17/nov/2023;7.82871; 31.34 ; 29.85 ; 31.61 ; 18.49 ; 135.00 ; 5.40 
18/nov/2023;7.82871; 31.34 ; 29.85 ; 31.61 ; 18.49 ; 135.00 ; 5.40 
19/nov/2023;7.82871; 31.34 ; 29.85 ; 31.61 ; 18.49 ; 135.00 ; 5.40 
20/nov/2023;7.82311; 29.99 ; 28.52 ; 30.58 ; 18.49 ; 135.00 ; 5.40 
21/nov/2023;7.82524; 29.99 ; 28.52 ; 30.58 ; 18.49 ; 135.00 ; 5.40 
22/nov/2023;7.82627; 29.99 ; 28.52 ; 30.58 ; 18.49 ; 135.00 ; 5.40 
23/nov/2023;7.82738; 29.99 ; 28.52 ; 30.58 ; 18.49 ; 135.00 ; 5.40 
24/nov/2023;7.82859; 29.99 ; 28.52 ; 30.58 ; 18.49 ; 135.00 ; 5.40 
25/nov/2023;7.82859; 29.99 ; 28.52 ; 30.58 ; 18.49 ; 135.00 ; 5.40 
26/nov/2023;7.82859; 29.99 ; 28.52 ; 30.58 ; 18.49 ; 135.00 ; 5.40 
27/nov/2023;7.82568; 29.98 ; 28.49 ; 29.97 ; 19.49 ; 135.00 ; 5.40 
28/nov/2023;7.82371; 29.98 ; 28.49 ; 29.97 ; 19.49 ; 135.00 ; 5.40 
29/nov/2023;7.82878; 29.98 ; 28.49 ; 29.97 ; 19.49 ; 135.00 ; 5.40 
30/nov/2023;7.82836; 29.98 ; 28.49 ; 29.97 ; 19.49 ; 135.00 ; 5.40 
01/dic/2023;7.82702; 29.98 ; 28.49 ; 29.97 ; 19.49 ; 135.00 ; 5.40 
02/dic/2023;7.82702; 29.98 ; 28.49 ; 29.97 ; 19.49 ; 135.00 ; 5.40 
03/dic/2023;7.82702; 29.98 ; 28.49 ; 29.97 ; 19.49 ; 135.00 ; 5.40 
04/dic/2023;7.82300; 29.98 ; 28.49 ; 29.97 ; 18.99 ; 135.00 ; 5.40 
05/dic/2023;7.82430; 29.98 ; 28.49 ; 29.97 ; 18.99 ; 135.00 ; 5.40 
06/dic/2023;7.82262; 29.98 ; 28.49 ; 29.97 ; 18.99 ; 135.00 ; 5.40 
07/dic/2023;7.82636; 29.98 ; 28.49 ; 29.97 ; 18.99 ; 135.00 ; 5.40 
08/dic/2023;7.82393; 29.98 ; 28.49 ; 29.97 ; 18.99 ; 135.00 ; 5.40 
09/dic/2023;7.82393; 29.98 ; 28.49 ; 29.97 ; 18.99 ; 135.00 ; 5.40 
10/dic/2023;7.82393; 29.98 ; 28.49 ; 29.97 ; 18.99 ; 135.00 ; 5.40 
11/dic/2023;7.82128; 29.13 ; 27.65 ; 29.11 ; 18.99 ; 135.00 ; 5.40 
12/dic/2023;7.82288; 29.13 ; 27.65 ; 29.11 ; 18.99 ; 135.00 ; 5.40 
13/dic/2023;7.82022; 29.13 ; 27.65 ; 29.11 ; 18.99 ; 135.00 ; 5.40 
14/dic/2023;7.82158; 29.13 ; 27.65 ; 29.11 ; 18.99 ; 135.00 ; 5.40 
15/dic/2023;7.82399; 29.13 ; 27.65 ; 29.11 ; 18.99 ; 135.00 ; 5.40 
16/dic/2023;7.82399; 29.13 ; 27.65 ; 29.11 ; 18.99 ; 135.00 ; 5.40 
17/dic/2023;7.82399; 29.13 ; 27.65 ; 29.11 ; 18.99 ; 135.00 ; 5.40 
18/dic/2023;7.82053; 28.65 ; 27.15 ; 28.62 ; 18.99 ; 115.00 ; 4.60 
19/dic/2023;7.81987; 28.65 ; 27.15 ; 28.62 ; 18.99 ; 115.00 ; 4.60 
20/dic/2023;7.81999; 28.65 ; 27.15 ; 28.62 ; 18.99 ; 115.00 ; 4.60 
21/dic/2023;7.82248; 28.65 ; 27.15 ; 28.62 ; 18.99 ; 115.00 ; 4.60 
22/dic/2023;7.82434; 28.65 ; 27.15 ; 28.62 ; 18.99 ; 115.00 ; 4.60 
23/dic/2023;7.82434; 28.65 ; 27.15 ; 28.62 ; 18.99 ; 115.00 ; 4.60 
24/dic/2023;7.82434; 28.65 ; 27.15 ; 28.62 ; 18.99 ; 115.00 ; 4.60 
25/dic/2023;7.82434; 28.65 ; 27.15 ; 28.62 ; 18.99 ; 115.00 ; 4.60 
26/dic/2023;7.83014; 28.65 ; 27.15 ; 28.62 ; 18.99 ; 115.00 ; 4.60 
27/dic/2023;7.82350; 30.44 ; 28.95 ; 29.47 ; 18.99 ; 115.00 ; 4.60 
28/dic/2023;7.82702; 30.44 ; 28.95 ; 29.47 ; 18.99 ; 115.00 ; 4.60 
29/dic/2023;7.82702; 30.44 ; 28.95 ; 29.47 ; 18.99 ; 115.00 ; 4.60 
30/dic/2023;7.82702; 30.44 ; 28.95 ; 29.47 ; 18.99 ; 115.00 ; 4.60 
31/dic/2023;7.82702; 30.44 ; 28.95 ; 29.47 ; 18.99 ; 115.00 ; 4.60 
01/ene/2024;7.82702; 30.44 ; 28.95 ; 29.47 ; 18.99 ; 115.00 ; 4.60 
02/ene/2024;7.82481; 30.44 ; 28.95 ; 29.47 ; 18.99 ; 115.00 ; 4.60 
03/ene/2024;7.82445; 30.47 ; 28.97 ; 29.48 ; 18.99 ; 115.00 ; 4.60 
04/ene/2024;7.82409; 30.47 ; 28.97 ; 29.48 ; 18.99 ; 115.00 ; 4.60 
05/ene/2024;7.82322; 30.47 ; 28.97 ; 29.48 ; 18.99 ; 115.00 ; 4.60 
06/ene/2024;7.82322; 30.47 ; 28.97 ; 29.48 ; 18.99 ; 115.00 ; 4.60 
07/ene/2024;7.82322; 30.47 ; 28.97 ; 29.48 ; 18.99 ; 115.00 ; 4.60 
08/ene/2024;7.81941; 30.47 ; 28.97 ; 29.48 ; 18.99 ; 115.00 ; 4.60 
09/ene/2024;7.81686; 30.47 ; 28.97 ; 29.48 ; 18.99 ; 115.00 ; 4.60 
